Label,log.sigma.1.mm.3D_glcm_MCC,log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet.LLH_glcm_MCC,wavelet.HHH_glszm_GrayLevelVariance,log.sigma.2.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,wavelet.LLH_glszm_SmallAreaEmphasis,wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,wavelet.HHH_glszm_SmallAreaEmphasis,original_shape_Flatness
1,1.538331169,-0.035872691,-0.909573087,-0.922434393,0.219936258,0.253733267,0.756039456,1.288290182,-0.073265144,-0.241028327
1,1.210525443,-0.330321464,-0.774458061,-0.796540328,-0.1110248,-0.495840018,1.167931052,0.671470255,0.624069009,-0.012852253
1,0.975957189,-0.413513801,0.998714293,0.258197346,0.059258497,-0.449440192,-0.129800257,-0.398377261,-0.487508462,-1.870245811
1,-0.885829719,0.216566824,-1.237264219,0.43060562,-0.200303898,0.134496448,-1.428327105,0.88352127,-0.476492936,0.560353592
1,0.012662654,-1.045664523,-0.297733847,0.661753694,-0.645172631,-0.43872204,-1.636233901,0.108904443,0.186040872,0.93695625
1,-0.413251516,0.35626756,-0.115527239,-0.527343445,1.980787432,1.540361738,-1.099680116,-0.775666206,-0.279704997,-0.12870224
1,-0.853681102,-0.173371836,0.530529572,0.518183104,0.220700971,0.275700801,-0.270149337,0.114591854,-0.620994249,0.595123116
1,-0.866265553,0.188110377,-1.221962908,0.750569151,-0.104533905,0.171268003,-0.720675451,0.918959085,-0.305509121,0.326624512
1,-0.76729777,-0.180745741,-0.905190599,1.162085832,-0.147854601,0.076593818,-0.127786279,0.891310579,0.091329253,0.21967312
1,-0.296745102,-0.402249571,-0.363771897,0.073112744,1.852968584,0.41542874,0.262149285,-0.338934166,-0.017549494,0.714415707
1,0.859870871,-0.219580076,0.507371451,0.001510111,0.810912507,-0.588412313,0.130760423,-0.577859719,1.066027638,0.209172511
1,-0.077054593,-0.370873797,-0.094502321,-0.053220343,0.251119785,-0.432521816,1.005327078,-0.429454146,-0.174971706,1.293941013
